YUGIPEDIA CARD TITLE=2269,_O,ID,QTD,SET,COD,Name,Rarity,CARD1,CARD2,TYPE1,TYPE2,Attrib,LV,ATK,DEF,DescEffect,Link,IMG_URL,LIMIT,=IMAGE(S1),detecta duplicatas,0
Reinforcement of the Army,775,646,,SBCB,EN160,Reinforcement of the Army,Secret Rare,Spell,Normal,,,,,,,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,https://yugipedia.com/wiki/Reinforcement_of_the_Army,https://ms.yugipedia.com//thumb/5/51/ReinforcementoftheArmy-SGX1-EN-C-1E.png/300px-ReinforcementoftheArmy-SGX1-EN-C-1E.png,2,,SBCBEN160Reinforcement of the ArmySecret Rare,1
The Warrior Returning Alive,776,647,,SBCB,EN161,The Warrior Returning Alive,Common,Spell,Normal,,,,,,,Target 1 Warrior monster in your GY; add that target to your hand.,https://yugipedia.com/wiki/The_Warrior_Returning_Alive,https://ms.yugipedia.com//thumb/0/05/TheWarriorReturningAlive-SGX1-EN-C-1E.png/300px-TheWarriorReturningAlive-SGX1-EN-C-1E.png,4,,SBCBEN161The Warrior Returning AliveCommon,1
Hammer Shot,777,648,,SBCB,EN162,Hammer Shot,Common,Spell,Normal,,,,,,,"Destroy the 1 Attack Position monster on the field with the highest ATK (your choice, if tied).",https://yugipedia.com/wiki/Hammer_Shot,https://ms.yugipedia.com//thumb/a/ab/HammerShot-SBCB-EN-C-1E.png/300px-HammerShot-SBCB-EN-C-1E.png,4,,SBCBEN162Hammer ShotCommon,1
Hidden Armory,778,649,,SBCB,EN163,Hidden Armory,Common,Spell,Normal,,,,,,,Send the top card of your Deck to the GY; add 1 Equip Spell from your Deck or GY to your hand. You cannot Normal Summon/Set the turn you activate this card.,https://yugipedia.com/wiki/Hidden_Armory,https://ms.yugipedia.com//thumb/c/c1/HiddenArmory-GRCR-EN-R-1E.png/300px-HiddenArmory-GRCR-EN-R-1E.png,4,,SBCBEN163Hidden ArmoryCommon,1
Draining Shield,779,650,,SBCB,EN164,Draining Shield,Common,Trap,Normal,,,,,,,"If an opponent's monster declares an attack: Target the attacking monster; negate that attack, and if you do, gain LP equal to that target's ATK.",https://yugipedia.com/wiki/Draining_Shield,https://ms.yugipedia.com//thumb/1/13/DrainingShield-SBCB-EN-C-1E.png/300px-DrainingShield-SBCB-EN-C-1E.png,4,,SBCBEN164Draining ShieldCommon,1
Psychic Shockwave,780,651,,SBCB,EN165,Psychic Shockwave,Common,Trap,Normal,,,,,,,When your opponent activates a Trap Card: Discard 1 Spell/Trap; Special Summon 1 Level 6 DARK Machine monster from your Deck.,https://yugipedia.com/wiki/Psychic_Shockwave,https://ms.yugipedia.com//thumb/6/68/PsychicShockwave-SBCB-EN-C-1E.png/300px-PsychicShockwave-SBCB-EN-C-1E.png,4,,SBCBEN165Psychic ShockwaveCommon,1
Battleguard Rage,781,652,,SBCB,EN166,Battleguard Rage,Common,Trap,Continuous,,,,,,,"Activate this card by targeting 1 Warrior monster you control; it gains 1000 ATK. Monsters destroyed by battle with it are returned to the hand instead of going to the GY. When that monster leaves the field, destroy this card.",https://yugipedia.com/wiki/Battleguard_Rage,https://ms.yugipedia.com//thumb/0/07/BattleguardRage-SBCB-EN-C-1E.png/300px-BattleguardRage-SBCB-EN-C-1E.png,4,,SBCBEN166Battleguard RageCommon,1
Red-Eyes Black Dragon,782,653,,SBCB,EN167,Red-Eyes Black Dragon,Common,Monster,Normal,Dragon,,DARK,7,2400,2000,A ferocious dragon with a deadly attack.,https://yugipedia.com/wiki/Red-Eyes_Black_Dragon,https://yugipedia.com/thumb.php?f=RedEyesBlackDragon-DPBC-EN-SR-1E.png&w=300,4,,SBCBEN167Red-Eyes Black DragonCommon,1
Red-Eyes Black Dragon,783,653,,SBCB,EN167,Red-Eyes Black Dragon,Secret Rare,Monster,Normal,Dragon,,DARK,7,2400,2000,A ferocious dragon with a deadly attack.,https://yugipedia.com/wiki/Red-Eyes_Black_Dragon,https://yugipedia.com/thumb.php?f=RedEyesBlackDragon-DPBC-EN-SR-1E.png&w=300,4,,SBCBEN167Red-Eyes Black DragonSecret Rare,1
Dunames Dark Witch,784,654,,SBCB,EN168,Dunames Dark Witch,Common,Monster,Normal,Fairy,,LIGHT,4,1800,1050,"Even when all odds are against this brave fairy, she will press onwards in battle and never retreat.",https://yugipedia.com/wiki/Dunames_Dark_Witch,https://ms.yugipedia.com//thumb/a/ae/DunamesDarkWitch-SBCB-EN-C-1E.png/300px-DunamesDarkWitch-SBCB-EN-C-1E.png,4,,SBCBEN168Dunames Dark WitchCommon,1
Ally of Justice Clausolas,785,655,,SBCB,EN169,Ally of Justice Clausolas,Common,Monster,Normal,Machine,,DARK,6,2300,1200,"A mighty monster in Mist Valley, and the ultimate weapon designed from Claiomh Solais. Its surprise attacks from above baffle invaders.",https://yugipedia.com/wiki/Ally_of_Justice_Clausolas,https://ms.yugipedia.com//thumb/5/55/AllyofJusticeClausolas-HAC1-EN-C-1E.png/300px-AllyofJusticeClausolas-HAC1-EN-C-1E.png,4,,SBCBEN169Ally of Justice ClausolasCommon,1
Hannibal Necromancer,786,656,,SBCB,EN170,Hannibal Necromancer,Common,Monster,Effect,Spellcaster,,DARK,4,1400,1800,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). You can remove 1 Spell Counter from this card, then target 1 face-up Trap on the field; destroy that target.",https://yugipedia.com/wiki/Hannibal_Necromancer,https://ms.yugipedia.com//thumb/3/3a/HannibalNecromancer-SBCB-EN-C-1E.png/300px-HannibalNecromancer-SBCB-EN-C-1E.png,4,,SBCBEN170Hannibal NecromancerCommon,1
Banisher of the Light,787,657,,SBCB,EN171,Banisher of the Light,Common,Monster,Effect,Fairy,,LIGHT,3,100,2000,Any card sent to the GY is banished instead.,https://yugipedia.com/wiki/Banisher_of_the_Light,https://ms.yugipedia.com//thumb/e/e1/BanisheroftheLight-SBCB-EN-C-1E.png/300px-BanisheroftheLight-SBCB-EN-C-1E.png,4,,SBCBEN171Banisher of the LightCommon,1
Rocket Warrior,788,658,,SBCB,EN172,Rocket Warrior,Common,Monster,Effect,Warrior,,LIGHT,4,1500,1300,"During your Battle Phase, this card cannot be destroyed by battle and you take no battle damage from attacks involving this card. If this card attacks a monster, after damage calculation: That attack target loses 500 ATK until the end of this turn.",https://yugipedia.com/wiki/Rocket_Warrior,https://ms.yugipedia.com//thumb/d/d6/RocketWarrior-SBCB-EN-C-1E.png/300px-RocketWarrior-SBCB-EN-C-1E.png,4,,SBCBEN172Rocket WarriorCommon,1
Cyber Harpie Lady,789,659,,SBCB,EN173,Cyber Harpie Lady,Common,Monster,Effect,Winged Beast,,WIND,4,1800,1300,"(This card's name is always treated as ""Harpie Lady"".)",https://yugipedia.com/wiki/Cyber_Harpie_Lady,https://ms.yugipedia.com//thumb/a/aa/CyberHarpieLady-LDS2-EN-C-1E.png/300px-CyberHarpieLady-LDS2-EN-C-1E.png,4,,SBCBEN173Cyber Harpie LadyCommon,1
Spell Canceller,790,660,,SBCB,EN174,Spell Canceller,Common,Monster,Effect,Machine,,WIND,5,1800,1600,"Spell Cards, and their effects on the field, cannot be activated. Negate all Spell effects on the field.",https://yugipedia.com/wiki/Spell_Canceller,https://ms.yugipedia.com//thumb/d/dc/SpellCanceller-SBCB-EN-C-1E.png/300px-SpellCanceller-SBCB-EN-C-1E.png,4,,SBCBEN174Spell CancellerCommon,1
Spell Canceller,791,660,,SBCB,EN174,Spell Canceller,Secret Rare,Monster,Effect,Machine,,WIND,5,1800,1600,"Spell Cards, and their effects on the field, cannot be activated. Negate all Spell effects on the field.",https://yugipedia.com/wiki/Spell_Canceller,https://ms.yugipedia.com//thumb/d/dc/SpellCanceller-SBCB-EN-C-1E.png/300px-SpellCanceller-SBCB-EN-C-1E.png,4,,SBCBEN174Spell CancellerSecret Rare,1
Strike Ninja,792,661,,SBCB,EN175,Strike Ninja,Common,Monster,Effect,Warrior,,DARK,4,1700,1200,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",https://yugipedia.com/wiki/Strike_Ninja,https://ms.yugipedia.com//thumb/1/1d/StrikeNinja-SBCB-EN-C-1E.png/300px-StrikeNinja-SBCB-EN-C-1E.png,4,,SBCBEN175Strike NinjaCommon,1
Blowback Dragon,793,662,,SBCB,EN176,Blowback Dragon,Common,Monster,Effect,Machine,,DARK,6,2300,1200,Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are heads.,https://yugipedia.com/wiki/Blowback_Dragon,https://ms.yugipedia.com//thumb/2/23/BlowbackDragon-SBCB-EN-C-1E.png/300px-BlowbackDragon-SBCB-EN-C-1E.png,4,,SBCBEN176Blowback DragonCommon,1
Regenerating Mummy,794,663,,SBCB,EN177,Regenerating Mummy,Common,Monster,Effect,Zombie,,DARK,4,1800,1500,When this card is sent from your hand to your GY by an opponent's card effect: Return this card to the hand.,https://yugipedia.com/wiki/Regenerating_Mummy,https://ms.yugipedia.com//thumb/5/5b/RegeneratingMummy-SBCB-EN-C-1E.png/300px-RegeneratingMummy-SBCB-EN-C-1E.png,4,,SBCBEN177Regenerating MummyCommon,1
Pitch-Black Warwolf,795,664,,SBCB,EN178,Pitch-Black Warwolf,Common,Monster,Effect,Beast-Warrior,,DARK,4,1600,600,Your opponent cannot activate Trap Cards during the Battle Phase.,https://yugipedia.com/wiki/Pitch-Black_Warwolf,https://ms.yugipedia.com//thumb/9/9a/PitchBlackWarwolf-SBCB-EN-C-1E.png/300px-PitchBlackWarwolf-SBCB-EN-C-1E.png,4,,SBCBEN178Pitch-Black WarwolfCommon,1
Banisher of the Radiance,796,665,,SBCB,EN179,Banisher of the Radiance,Common,Monster,Effect,Fairy,,LIGHT,3,1600,0,Any card sent to the GY is banished instead.,https://yugipedia.com/wiki/Banisher_of_the_Radiance,https://ms.yugipedia.com//thumb/6/6a/BanisheroftheRadiance-SBCB-EN-C-1E.png/300px-BanisheroftheRadiance-SBCB-EN-C-1E.png,4,,SBCBEN179Banisher of the RadianceCommon,1
Twin-Barrel Dragon,797,666,,SBCB,EN180,Twin-Barrel Dragon,Common,Monster,Effect,Machine,,DARK,4,1700,200,"If this card is Summoned: Target 1 card your opponent controls; toss a coin twice, and if the result is 2 heads, destroy it.",https://yugipedia.com/wiki/Twin-Barrel_Dragon,https://ms.yugipedia.com//thumb/6/62/TwinBarrelDragon-SBCB-EN-C-1E.png/300px-TwinBarrelDragon-SBCB-EN-C-1E.png,4,,SBCBEN180Twin-Barrel DragonCommon,1
Skilled Blue Magician,798,667,,SBCB,EN181,Skilled Blue Magician,Common,Monster,Effect,Spellcaster,,LIGHT,4,1800,1800,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Gaia The Fierce Knight"" monster from your hand, Deck, or GY. You can banish this card from your GY, then target 1 card you control that you can place a Spell Counter on; place 1 Spell Counter on it.",https://yugipedia.com/wiki/Skilled_Blue_Magician,https://ms.yugipedia.com//thumb/b/b9/SkilledBlueMagician-SBCB-EN-C-1E.png/300px-SkilledBlueMagician-SBCB-EN-C-1E.png,4,,SBCBEN181Skilled Blue MagicianCommon,1
"Buster Blader, the Destruction Swordmaster",799,668,,SBCB,EN182,"Buster Blader, the Destruction Swordmaster",Common,Monster,Effect,Warrior,,EARTH,7,2600,2300,"This card's name becomes ""Buster Blader"" while on the field or in the GY. If a monster(s) your opponent controls is destroyed by battle or card effect and sent to the GY: You can target 1 of those destroyed monsters; equip it to this card. Once per turn: You can send 1 Monster Card you control that is equipped to this card to the GY; destroy all monsters your opponent controls with the same Type as that monster sent to the GY.","https://yugipedia.com/wiki/Buster_Blader,_the_Destruction_Swordmaster",https://ms.yugipedia.com//thumb/c/ce/BusterBladertheDestructionSwordmaster-SBCB-EN-C-1E.png/300px-BusterBladertheDestructionSwordmaster-SBCB-EN-C-1E.png,4,,"SBCBEN182Buster Blader, the Destruction SwordmasterCommon",1
Performance of Sword,800,669,,SBCB,EN183,Performance of Sword,Common,Monster,Ritual,Warrior,,EARTH,6,1950,1850,"You can Ritual Summon this card with ""Commencement Dance"".",https://yugipedia.com/wiki/Performance_of_Sword,https://ms.yugipedia.com//thumb/e/e9/PerformanceofSword-SBCB-EN-C-1E.png/300px-PerformanceofSword-SBCB-EN-C-1E.png,4,,SBCBEN183Performance of SwordCommon,1
Dokurorider,801,670,,SBCB,EN184,Dokurorider,Common,Monster,Ritual,Zombie,,DARK,6,1900,1850,"You can Ritual Summon this card with ""Revival of Dokurorider"".",https://yugipedia.com/wiki/Dokurorider,https://ms.yugipedia.com//thumb/6/63/Dokurorider-SBCB-EN-C-1E.png/300px-Dokurorider-SBCB-EN-C-1E.png,4,,SBCBEN184DokuroriderCommon,1
Paladin of White Dragon,802,671,,SBCB,EN185,Paladin of White Dragon,Common,Monster,Ritual,Dragon,Effect,LIGHT,4,1900,1200,"You can Ritual Summon this card with ""White Dragon Ritual"". At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 ""Blue-Eyes White Dragon"" from your hand or Deck, but ""Blue-Eyes White Dragon"" cannot attack for the rest of this turn.",https://yugipedia.com/wiki/Paladin_of_White_Dragon,https://ms.yugipedia.com//thumb/a/ac/PaladinofWhiteDragon-SBCB-EN-C-1E.png/300px-PaladinofWhiteDragon-SBCB-EN-C-1E.png,4,,SBCBEN185Paladin of White DragonCommon,1
Commencement Dance,803,672,,SBCB,EN186,Commencement Dance,Common,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Performance of Sword"". You must also Tribute monsters from your hand or field whose total Levels equal 6 or more.",https://yugipedia.com/wiki/Commencement_Dance,https://ms.yugipedia.com//thumb/b/b1/CommencementDance-SBCB-EN-C-1E.png/300px-CommencementDance-SBCB-EN-C-1E.png,4,,SBCBEN186Commencement DanceCommon,1
Revival of Dokurorider,804,673,,SBCB,EN187,Revival of Dokurorider,Common,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Dokurorider"". You must also Tribute monsters from your hand or field whose total Levels equal 6 or more.",https://yugipedia.com/wiki/Revival_of_Dokurorider,https://ms.yugipedia.com//thumb/4/41/RevivalofDokurorider-SBCB-EN-C-1E.png/300px-RevivalofDokurorider-SBCB-EN-C-1E.png,4,,SBCBEN187Revival of DokuroriderCommon,1
Magic Formula,805,674,,SBCB,EN188,Magic Formula,Common,Spell,Equip,,,,,,,"Equip only to ""Dark Magician"" or ""Dark Magician Girl"". It gains 700 ATK. If this card is sent from the field to the GY: Gain 1000 LP.",https://yugipedia.com/wiki/Magic_Formula,https://ms.yugipedia.com//thumb/d/d6/MagicFormula-SBCB-EN-C-1E.png/300px-MagicFormula-SBCB-EN-C-1E.png,4,,SBCBEN188Magic FormulaCommon,1
White Dragon Ritual,806,675,,SBCB,EN189,White Dragon Ritual,Common,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Paladin of White Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more.",https://yugipedia.com/wiki/White_Dragon_Ritual,https://ms.yugipedia.com//thumb/0/0b/WhiteDragonRitual-SBCB-EN-C-1E.png/300px-WhiteDragonRitual-SBCB-EN-C-1E.png,4,,SBCBEN189White Dragon RitualCommon,1
Archfiend's Oath,807,676,,SBCB,EN190,Archfiend's Oath,Common,Spell,Continuous,,,,,,,"Once per turn: You can pay 500 LP, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the GY.",https://yugipedia.com/wiki/Archfiend%27s_Oath,https://ms.yugipedia.com//thumb/c/cb/ArchfiendsOath-SBCB-EN-C-1E.png/300px-ArchfiendsOath-SBCB-EN-C-1E.png,4,,SBCBEN190Archfiend's OathCommon,1
Storm,808,677,,SBCB,EN191,Storm,Common,Spell,Normal,,,,,,,"Destroy as many Spells/Traps you control as possible, then destroy as many Spells/Traps your opponent controls as possible, up to the number of cards destroyed by this effect.",https://yugipedia.com/wiki/Storm,https://ms.yugipedia.com//thumb/a/a1/Storm-SBCB-EN-C-1E.png/300px-Storm-SBCB-EN-C-1E.png,4,,SBCBEN191StormCommon,1
The Puppet Magic of Dark Ruler,809,678,,SBCB,EN192,The Puppet Magic of Dark Ruler,Common,Spell,Normal,,,,,,,"Target 1 Fiend monster in your GY; banish face-up monsters you control whose total Levels exactly equal the Level of that monster, then Special Summon it.",https://yugipedia.com/wiki/The_Puppet_Magic_of_Dark_Ruler,https://ms.yugipedia.com//thumb/e/e7/ThePuppetMagicofDarkRuler-SBCB-EN-C-1E.png/300px-ThePuppetMagicofDarkRuler-SBCB-EN-C-1E.png,4,,SBCBEN192The Puppet Magic of Dark RulerCommon,1
Mirror Wall,810,679,,SBCB,EN193,Mirror Wall,Common,Trap,Continuous,,,,,,,"Halve the ATK of your opponent's attacking monsters. Once per turn, during your Standby Phase, pay 2000 LP or destroy this card.",https://yugipedia.com/wiki/Mirror_Wall,https://ms.yugipedia.com//thumb/0/00/MirrorWall-SBCB-EN-C-1E.png/300px-MirrorWall-SBCB-EN-C-1E.png,4,,SBCBEN193Mirror WallCommon,1
Judgment of Anubis,811,680,,SBCB,EN194,Judgment of Anubis,Common,Trap,Counter,,,,,,,"When your opponent activates a Spell Card that would destroy a Spell/Trap(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",https://yugipedia.com/wiki/Judgment_of_Anubis,https://ms.yugipedia.com//thumb/e/e1/JudgmentofAnubis-SGX2-EN-C-1E.png/300px-JudgmentofAnubis-SGX2-EN-C-1E.png,4,,SBCBEN194Judgment of AnubisCommon,1
Embodiment of Apophis,812,681,,SBCB,EN195,Embodiment of Apophis,Common,Trap,Continuous,,,,,,,During the Main Phase: Special Summon this card as a Normal Monster (Reptile/EARTH/Level 4/ATK 1600/DEF 1800). (This card is also still a Trap.),https://yugipedia.com/wiki/Embodiment_of_Apophis,https://ms.yugipedia.com//thumb/6/61/EmbodimentofApophis-SBCB-EN-C-1E.png/300px-EmbodimentofApophis-SBCB-EN-C-1E.png,4,,SBCBEN195Embodiment of ApophisCommon,1
Spell Purification,813,682,,SBCB,EN196,Spell Purification,Common,Trap,Normal,,,,,,,Discard 1 card; destroy all face-up Continuous Spells on the field.,https://yugipedia.com/wiki/Spell_Purification,https://ms.yugipedia.com//thumb/f/fc/SpellPurification-SBCB-EN-C-1E.png/300px-SpellPurification-SBCB-EN-C-1E.png,4,,SBCBEN196Spell PurificationCommon,1
Machine King - 3000 B.C.,814,683,,SBCB,EN197,Machine King - 3000 B.C.,Common,Trap,Continuous,,,,,,,"Special Summon this card as an Effect Monster (Machine/EARTH/Level 4/ATK 1000/DEF 1000). (This card is also still a Trap.) If Summoned this way, once per turn, during your Main Phase: You can Tribute 1 Machine monster; this card gains ATK equal to the ATK the Tributed monster had on the field, until the end of this turn. You cannot Normal or Special Summon other monsters the turn you activate this card.",https://yugipedia.com/wiki/Machine_King_-_3000_B.C.,https://ms.yugipedia.com//thumb/8/83/MachineKing3000BC-SBCB-EN-C-1E.png/300px-MachineKing3000BC-SBCB-EN-C-1E.png,4,,SBCBEN197Machine King - 3000 B.C.Common,1
Copy Knight,815,684,,SBCB,EN198,Copy Knight,Common,Trap,Continuous,,,,,,,When a Level 4 or lower Warrior monster is Normal Summoned to your field: Special Summon this card as a Normal Monster with the same name and Level as the Normal Summoned monster (Warrior/LIGHT/ATK 0/DEF 0). (This card is also still a Trap.),https://yugipedia.com/wiki/Copy_Knight,https://ms.yugipedia.com//thumb/6/6e/CopyKnight-SBCB-EN-C-1E.png/300px-CopyKnight-SBCB-EN-C-1E.png,4,,SBCBEN198Copy KnightCommon,1
Swamp Mirrorer,816,685,,SBCB,EN199,Swamp Mirrorer,Common,Trap,Continuous,,,,,,,Activate this card by declaring 1 Monster Type and 1 Attribute; Special Summon this card as a Normal Monster (Level 4/ATK 1800/DEF 1000) with that Type and Attribute. (This card is also still a Trap.),https://yugipedia.com/wiki/Swamp_Mirrorer,https://ms.yugipedia.com//thumb/0/02/SwampMirrorer-SBCB-EN-C-1E.png/300px-SwampMirrorer-SBCB-EN-C-1E.png,4,,SBCBEN199Swamp MirrorerCommon,1
Quantum Cat,817,686,,SBCB,EN200,Quantum Cat,Common,Trap,Continuous,,,,,,,Activate this card by declaring 1 Monster Type and 1 Attribute; Special Summon this card as a Normal Monster (Level 4/ATK 0/DEF 2200) with that Type and Attribute. (This card is also still a Trap.),https://yugipedia.com/wiki/Quantum_Cat,https://ms.yugipedia.com//thumb/8/8b/QuantumCat-SBCB-EN-C-1E.png/300px-QuantumCat-SBCB-EN-C-1E.png,4,,SBCBEN200Quantum CatCommon,1
Slifer the Sky Dragon,818,687,,SBCB,EN201,Slifer the Sky Dragon,Secret Rare,Monster,Effect,Divine-Beast,,DIVINE,10,?,?,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. Gains 1000 ATK/DEF for each card in your hand. If a monster(s) is Normal or Special Summoned to your opponent's field in Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it.",https://yugipedia.com/wiki/Slifer_the_Sky_Dragon,https://ms.yugipedia.com//thumb/4/4c/SlifertheSkyDragon-KICO-EN-URPR-1E.png/300px-SlifertheSkyDragon-KICO-EN-URPR-1E.png,4,,SBCBEN201Slifer the Sky DragonSecret Rare,1
